#/**
#  *
#  * German message catalog
#  *
#  * GForge
#  * Copyright 1999-2001 (c) VA Linux Systems
#  * Copyright 2003-2004 (c) Marco Schmidt, Lars Ehrhardt
#  * Copyright 2005 (c) Michael Will
#  * http://gforge.org
#  *
#  * @author Matthias Bauer, Marco Schmidt, Lars Ehrhardt, Michael Will
#  *
#  */
#
# ChangeLog:
#
# 2003-11-07  Marco Schmidt
#	* changed translation
# 2004-02-04  Lars Ehrhardt
#   * merged german.tab with base.tab to allow easier editing
#   * added small bits and pieces
#   * added translation for tracker items (not completed)
#   * convert to UTF-8 with: konwert iso1-utf8 German.tab > German_new.tab
#   * convert to UTF-8 with: konwert html-utf8 German.tab > German_new.tab
# 2004-02-06  Lars Ehrhardt
#   * continued with translation -> did some parts of task manager
# 2004-11-04  Tobias Rötschke  <gforge@roetschke.com>
#   * fixed files/forum tab and some corrections
# 2005-01-13  Tobias Rötschke  <gforge@roetschke.com>
#   * corrected submit_new and depend_info
# 2005-11-04	Michael Will <Michael.Will@edag.de>
#   * added more translations (check cvs diff)
pm_uploadcsv	title	Daten in den Auftrags-Manager hochladen.
project_admin	acceptpending	Annehmen
project_admin	addfromlist	Benutzer von der Liste hinzufügen
project_admin	addfromlist1	Kreuzen Sie die Box neben dem Namen des Users an, den Sie hinzufügen möchten. Ihre Auswahl wird aufbewahrt, wenn Sie unten auf einen beliebigen Buchstaben klicken. Wenn Sie fertig sind, dann klicken Sie "Finish", um Rollen für die hinzugefügten Benutzer zu wählen.
project_admin	addfromlist2	Wählen Sie die Rolle für jeden Benutzer und drücken Sie &quot;Add All&quot;.
project_admin	add_user	Füge Benutzer hinzu
project_admin	choose_first_letter	<p>Wählen Sie den <strong>ersten Buchstaben</strong> des Namens der Person, die Sie hinzufügen wollen.</p>
project_admin	docmanager_admin	Dokumenten-Manager Admin
project_admin	download_tarball	Laden Sie Ihren nächtlichen SCM Tarball
project_admin	edit_file_releases	Editiere/Hinzufügen Dateiversionen 
project_admin	edit_member_permissions	Ändere Benutzerberechtigungen
project_admin	file_releases	Dateiversionen
project_admin	finish	Fertig
project_admin	forum_admin	Forum-Admin
project_admin	frs_admin	FRS Admin
project_admin	group_members	Projektmitglieder
project_admin	homepage_link	Homepage Link: 
project_admin	mail_admin	Post-Admin
project_admin	news_admin	News-Admin
project_admin	no_matching_user	<p>Keine übereinstimmenden Benutzer gefunden</p>
project_admin	packages	Pakete
project_admin	plugins_admin	Plugins-Administrator
project_admin	project_information	Allgemeine Projektinformation
project_admin	rejectpending	Ablehnen
project_admin	scm_admin	SCM-Admin
project_admin	section	Projekt: $1
project_admin	shell_server	Gruppen Shell (SSH) Server: 
project_admin	shell_server_group_directory	Gruppenverzeichnis auf dem Shell-Server: 
project_admin	short_description	Kurze Beschreibung: 
project_admin	task_manager_admin	Task-Manager Administrator
project_admin	title	Projekt Administrator: $1
project_admin	tool_admin	Tool Administrator
project_admin	tracker_admin	Tracker Administrator
project_admin	trove_categorization	Suchkriterien: 
project_admin	unix_name	Unix Name
project_admin	user_added	Benutzer erfolgreich hinzugefügt
project_admin	userrealname	Wirklicher Name
project_admin	user_removed	Benutzer erfolgreich gelöscht
project_admin	user_updated	Benutzer erfolgreich aktualisiert
project_admin	www_directory	WWW-Verzeichnis des Projekts auf dem Shell-Server: 
project_admin_database	add_new_database	Eine neue Datenbank hinzufügen
project_admin_database	add_new_database_info	Ein Klick auf "create" wird das Anlegen der Datenbank planen und eine Email mit den Details an den Projekt-Administrator schicken.
project_admin_database	cannot_add	Kann Datenbankeintrag nicht hinzufügen
project_admin_database	confirm_delete	LÖSCHEN BESTÄTIGEN
project_admin_database	confirm_deletion	Klicken Sie um das Löschen zu bestätigen
project_admin_database	confirm_new	Neues bestätigen
project_admin_database	create	Erstelle
project_admin_database	current_databases	Aktuelle Datenbanken
project_admin_database	database_created	Datenbank fürs Anlegen geplant
project_admin_database	database_type	Datenbanktyp
project_admin_database	db_type	Datenbanktyp
project_admin_database	maximum_databases_allocated	Das Maximum an Datenbanken aller Typen, ist vergeben
project_admin_database	new_password	Neues Passwort
project_admin_database	no_databases	Es gibt keine Datenbanken, die aktuell dieser Gruppe zugeordnet sind
project_admin_database	operations	Operationen
project_admin_database	state	Status
project_admin_database	title	Datenbank Information
project_admin_database	update	Aktualisierung
project_admin_editgroupinfo	active_features	Aktive Features
project_admin_editgroupinfo	enable_anonymous_cvs	Anonymes CVS aktivieren
project_admin_editgroupinfo	enable_pserver	Pserver aktivieren
project_admin_editgroupinfo	group_name	Beschreibender Gruppenname
project_admin_editgroupinfo	group_updated	Gruppeninformationen aktualisiert
project_admin_editgroupinfo	homepage_link	Homepage-Link
project_admin_editgroupinfo	new_doc	Neue Dokumentenfreigabe
project_admin_editgroupinfo	new_doc_info	Wenn Sie möchten, können Sie Standard-Email-Adressen einrichten, zu denen neue Freigaben gesendet werden
project_admin_editgroupinfo	send_on_all_updates	(Bei allen Aktualisierungen senden)
project_admin_editgroupinfo	short_description	Kurzbeschreibung(255 Zeichen maximal, HTML wird von dieser Beschreibung ignoriert)
project_admin_editgroupinfo	title	Ändere Gruppen-Info
project_admin_editgroupinfo	use_docman	Benutze Dokumenten-Manager
project_admin_editgroupinfo	use_forums	Benutze Foren
project_admin_editgroupinfo	use_frs	Benutze Datei Freigabesystem
project_admin_editgroupinfo	use_ftp	Benutze FTP
project_admin_editgroupinfo	use_mailing_lists	Benutze Mailing Listen
project_admin_editgroupinfo	use_news	Benutze Neuigkeiten
project_admin_editgroupinfo	use_pm	Benutze Projekt/Auftrags-Manager
project_admin_editgroupinfo	use_scm	Benutze SCM
project_admin_editgroupinfo	use_stats	Benutze Statistiken
project_admin_editgroupinfo	use_surveys	Benutze Umfragen
project_admin_editgroupinfo	use_tracker	Benutze Tracker
project_admin_editimages	add_data	Multimediadaten hinzufügen
project_admin_editimages	add_file	Datei hinzufügen
project_admin_editimages	del	Löschen
project_admin_editimages	description	Beschreibung
project_admin_editimages	edit	editieren
project_admin_editimages	error_length	FEHLER - Datei muss größer als 20 bytes und kleiner als 256000 Bytes sein
project_admin_editimages	file_deleted	Multimediadatei gelöscht 
project_admin_editimages	file_description_required	Dateibeschreibung wird benötigt
project_admin_editimages	file_uploaded	Multimediadatei hochgeladen 
project_admin_editimages	id	ID
project_admin_editimages	intro	Sie können bis zu $1 MB Multimediadaten (Bitmap- und Vektorgraphiken, Soundclips, 3D Modelle) in der Datenbank speichern. Benutzen Sie diese Seite, um Projekt-Multimediadatein hinzuzufügen oder zu löschen.
project_admin_editimages	local_filename	Lokaler Dateiname
project_admin_editimages	mime_type	MIME Type
project_admin_editimages	name	Name
project_admin_editimages	properties_updated	Multimedia-Datei-Eigenschaften aktualisiert
project_admin_editimages	replace	Ersetzen mit neuer Datei (optional)
project_admin_editimages	required_fields	Dateiname und Beschreibung erforderlich
project_admin_editimages	size	Größe
project_admin_editimages	title	Editiere Multimediadaten
project_admin_editimages	uploaded	Hochgeladen
project_admin_editpackages	added_package	Paket hinzugefügt
project_admin_editpackages	add_release	Version hinzufügen
project_admin_editpackages	create_package	Dieses Paket anlegen
project_admin_editpackages	edit_releases	Ändere Versionen
project_admin_editpackages	is_public	Öffentlich sichtbar
project_admin_editpackages	new_package_name	Neuer Paketname
project_admin_editpackages	no_packages_defined	Sie haben kein Paket definiert
project_admin_editpackages	no_packages_status	Status
project_admin_editpackages	package_name	Paketname
project_admin_editpackages	packages_info	<h3>Pakete</h3><p>Sie können Pakete benutzen, um verschiedene Dateiversionen zu gruppieren. <p><H4>Ein Paket-Beispiel:</h4><p><strong>Mysql-win</strong><br /><strong>Mysql-unix</strong><br /><strong>Mysql-odbc</strong><p><h4>Ihre Pakete:</H4><p><ol><li>Definieren Sie Ihre Pakete</li><li>Neue Paketversionen anlegen</li></ol><p><h3>Versionen von Paketen</h3><p>Eine Version eines Paketes kann verschiedene Dateien enthalten.<p><H4>Beispiele von Versionen</h4><p><strong>3.22.1</strong><br /><strong>3.22.2</strong><br /><strong>3.22.3</strong><br /><p>Sie können neue Versionen von Paketen anlegen, indem Sie auf <strong>Hinzufügen/Editiere Versionen</strong> neben Ihrem Paketnamen klicken.<p>
project_admin_editpackages	private	Privat
project_admin_editpackages	public	Öffentlich
project_admin_editpackages	qrs	QRS
project_admin_editpackages	qrs_a_file	Klicken Sie hier $1 , um eine schnelle Version einer Datei $2 zu erzeugen.
project_admin_editpackages	releases	Versionen
project_admin_editpackages	title	Version bearbeiten/Dateiversionen
project_admin_editpackages	updated_package	Pakete aktualisieren
project_admin_editrelease	add_file	Diese Datei hinzufügen
project_admin_editrelease	add_files_note	BEACHTE: In manchen Browsern müssen Sie die Datei in dem Datei-Hochlade-Dialog auswählen und "OK" klicken. Doppel-Klicken registriert die Datei nicht.</strong></span>
project_admin_editrelease	changelog_too_small	Änderungs-Log ist zu klein
project_admin_editrelease	data_saved	Daten gespeichert
project_admin_editrelease	delete_file	Datei löschen
project_admin_editrelease	file_deleted	Datei gelöscht
project_admin_editrelease	file_list_note	Haben Sie einmal Dateien zu dieser Version hinzugefügt, <strong>müssen</strong> Sie jede dieser Dateien mit den korrekten Informationen aktualisieren oder sie werden auf der Download-Zusammenfassungsseite nicht erscheinen.
project_admin_editrelease	filename_release	Dateiname<br />Version
project_admin_editrelease	file_released	Datei freigegeben
project_admin_editrelease	file_type	Dateityp
project_admin_editrelease	file_type_update	Dateityp<br />Aktualisieren
project_admin_editrelease	file_updated	Datei aktualisiert
project_admin_editrelease	i_am_sure	Ich bin sicher
project_admin_editrelease	monitor_count	Es sind $1 Benutzer, die dieses Paket beobachten.
project_admin_editrelease	no_files_in_release	Keine Dateien in dieser Version
project_admin_editrelease	note	Editieren Sie die Versionsbemerkungen oder Änderungs-Log für diese Version des Pakets. Diese Änderungen werden sich auf alle angehängten Versionsdateien auswirken.<br />Sie können die Versionsbemerkungen und den Änderungs-Log entweder hochladen oder oder hier unten einfügen.
project_admin_editrelease	paste_changelog	Füge den Änderungs-Log ein
project_admin_editrelease	paste_release_notes	Füge die Notizen ein
project_admin_editrelease	preserve_preformatted	Bewahre meinen vor-formatierten Text auf.
project_admin_editrelease	processor_type	Prozessor Typ
project_admin_editrelease	processor_update	Prozessor<br />Versionsdatum
project_admin_editrelease	release_date	Versionsdatum
project_admin_editrelease	release_name	Versionsname
project_admin_editrelease	release_notes_too_small	Versionsanmerkungen sind zu klein
project_admin_editrelease	status	Status
project_admin_editrelease	step_1	Schritt 1:   Version editieren
project_admin_editrelease	step_2	Schritt 2: Dateien zu dieser Version hinzufügen</h3><p>Wählen Sie nun eine Datei, zum Hochladen ins System. Die maximale Seitengröße wird vom Seitenadministrator bestimmt, aber Standard sind 2MB. Falls Sie große Dateien hochladen müssen, kontaktieren Sie Ihren Seitenadministrator.</p>
project_admin_editrelease	step_3	Schritt 3: Ändere Dateien in dieser Version
project_admin_editrelease	submit_refresh	Freigeben/Aktualisieren
project_admin_editrelease	title	Versionen editieren
project_admin_editrelease	update_refresh	Aktualisieren
project_admin_editrelease	upload_change_log	Änderungs-Log hochladen
project_admin_editrelease	upload_new_file	eine neue Datei hochladen
project_admin_editrelease	upload_release_notes	Versionsbeschreibung hochladen
project_admin_group_trove	intro	<h3>Fundkategorisierung editieren</h3><p>Wählen Sie bis zu 3 Orte in jeder der Hauptfundkategorien. Wenn das Projekt keinen Ort vorraussetzt, wählen Sie einfach "None Selected" aus.</p><p> WICHTIG: Projekte sollten in den präzisesten verfügbaren Orten auf der Karte kategorisiert werden. Simultane Kategorisierung in einer bestimmten Kategorie UND einer übergeordneten (parent) Kategorie wird nur in präziserer Kategorisierung akzeptiert werden.
project_admin_group_trove	title	Gruppen-Fund-Informationen
project_admin_group_trove	update_changes	Alle Kategorieänderungen aktualisieren
project_admin_history	info	Dieser Log wird Ihnen zeigen, wer wichtige Änderungen an Ihrem Projekt vorgenommen hat und wann
project_admin_history	title	Verlauf
project_admin_newrelease	section	Projekt $1 - Administration
project_admin_newrelease	title	Neue Version erstellen
project_admin_qrs	changelog	Änderungs-Log
project_admin_qrs	create_new_package	Oder $1 erstelle ein neues Paket $2
project_admin_qrs	exceed_file_size	Die hochgeladene Datei übersteigt die maximale Dateigröße. Kontaktieren Sie Ihren Seitenadministrator, um diese große Datei hochzuladen.
project_admin_qrs	file_name	Dateiname
project_admin_qrs	file_released	Datei freigegeben: Sie können die Version nun bearbeiten
project_admin_qrs	file_type	Dateityp
project_admin_qrs	ftpupload_choosefile	Wählen Sie eine FTP Datei, anstatt hochzuladen:
project_admin_qrs	ftpupload_new_file	Alternativkönnen Sie FTP benutzen, um eine Datei auf $1 hochzuladen 
project_admin_qrs	maximum_file_size	Maximale Dateigröße zum Hochladen:
project_admin_qrs	must_choose_one	Sie müssein eine auswählen
project_admin_qrs	no_file_types_available	Keine Dateitypen verfügbar
project_admin_qrs	package_id	Paket 	ID
project_admin_qrs	partial_file	Die hochzuladende Datei wurde nur teilweise hochgeladen.
project_admin_qrs	preserve_text	Bewahre meinen vor-formatierten Text auf
project_admin_qrs	processor_type	Prozessor Typ
project_admin_qrs	qrs_info	Nun können Sie $1 Dateien zu dieser Version $2 hinzufügen wenn Sie möchten oder die Version bearbeiten.</p> <p>Bitte beachten Sie, dass Dateien nicht sofort auf der $3 Downloadseite erscheinen müssen $4. Die Übertragung kann mehrere Stunden dauern.
project_admin_qrs	release_date	Freigabedatum
project_admin_qrs	release_file	Dateifreigabe
project_admin_qrs	release_name	Freigabename
project_admin_qrs	release_note	BEACHTE: In manchen Browsern müssen sie eine Datei im Dateihochlade-Dialog wählenu und "OK" klicken.  Ein Doppelklick erfasst die Datei nicht.
project_admin_qrs	release_notes	Versionsanmerkungen
project_admin_qrs	required_file	Sie müssen eine Datei auswählen.
project_admin_qrs	required_file_type	Sie müssen einen Dateitypen auswählen.
project_admin_qrs	required_package	Sie müssen ein Paket auswählen.
project_admin_qrs	required_processor_type	Sie müssen einen Prozessortyp auswählen.
project_admin_qrs	required_release_name	Sie müssen einen Versionsnamen definieren.
project_admin_qrs	title	Schnell-Freigabe-System
project_admin_qrs	unknown_file_error	Unbekannter Dateihochlade Fehler.
project_admin_qrs	upload_new_file	Eine neue Datei hochladen
project_admin_rmuser	cancel	Abbrechen
project_admin_rmuser	cannot_remove_admin	Sie können $1 Administrator nicht entfernen
project_admin_rmuser	info	<h3>Entwickler von $1 entfernen</h3><p>Sie sind dabei, Entwickler von $1 zu entfernen. Bitte bestätigen Sie Ihre Aktion:</p>
project_admin_rmuser	operation_not_permitted	Operation nicht gestattet
project_admin_rmuser	remove	Entfernen
project_admin_rmuser	title	Benutzer entfernen
project_admin_showreleases	date	Datum
project_admin_showreleases	no_release	Es sind keine Versionen des Pakets verfügbar
project_admin_showreleases	package_name	Paketname
project_admin_showreleases	release_name	Freigabename
project_admin_showreleases	title	Neue Dateiversion freigeben
project_admin_userpermedit	add_to_all	Zu allen hinzufügen
project_admin_userpermedit	add_to_tracker	Zum Tracker hinzufügen
project_admin_userpermedit	admin	Administrator
project_admin_userpermedit	admin_only	Nur Administrator
project_admin_userpermedit	admin_tech	Admin Tech
project_admin_userpermedit	developer_not_found	Entwickler in dieser Gruppe nicht gefunden
project_admin_userpermedit	docman	Dokumentations-Manager
project_admin_userpermedit	editing_permissions	Sie bearbeiten die Rechte für Benutzer $1 ($2)
project_admin_userpermedit	editor	Editor
project_admin_userpermedit	file_release_role	Funktion in Dateifreigabe
project_admin_userpermedit	forums	Foren
project_admin_userpermedit	invalid_user	Ungültiger Benutzer
project_admin_userpermedit	moderator	Moderator
project_admin_userpermedit	no_permissions	Keine Berechtigung
project_admin_userpermedit	not_available	Nicht verfügbar
project_admin_userpermedit	permissions_updated	Berechtigungen aktualisiert
project_admin_userpermedit	pm	Projekt/Auftrags-Manager
project_admin_userpermedit	project_admin	Projekt Administrator
project_admin_userpermedit	project_role	Projektfunktion
project_admin_userpermedit	property	Eigenschaft
project_admin_userpermedit	release_technician	Freigabetechniker
project_admin_userpermedit	remove	Entfernen
project_admin_userpermedit	reset_changes	Änderungen zurücksetzen
project_admin_userpermedit	technician	Techniker
project_admin_userpermedit	title	Ändere Entwicklerberechtigungen
project_admin_userpermedit	tracker_info	<h3>Benutzer zu diesen Trackern hinzufügen:</h3><p>	Sie können sich aussuchen, in welchen Trackern der Benutzer Privilegien hat oder einfach den Benutzer zu allen Trackern hinzufügen, indem Sie "Add To All" markieren.</p>
project_admin_userpermedit	tracker_manager	Tracker Manager
project_admin_userpermedit	undefined	Undefiniert
project_admin_userpermedit	update_permissions	Aktualisiere die Berechtigungen der Entwickler
project_admin_userpermedit	user_added	Benutzer erfolgreich hinzugefügt
project_admin_userpermedit	user_does_not_exist	Benutzer existiert nicht.
project_admin_userpermedit	value	Wert
project_admin_userperms	docman	Dokument<br />Manager
project_admin_userperms	editor	Editor
project_admin_userperms	forums	Foren
project_admin_userperms	general	allgemein
project_admin_userperms	info	Klicken Sie auf den Namen des Entwicklers, um die Berechtigungen zu ändern
project_admin_userperms	moderator	Moderator
project_admin_userperms	no_developers	Keine Entwickler gefunden
project_admin_userperms	task_manager	Aufträge<br />Manager
project_admin_userperms	title	Liste mit Benutzerrechten
project_admin_userperms	tracker_manager	Tracker<br />Manager
project_admin_utils	admin	Administrator
project_admin_utils	by	von
project_admin_utils	change_history	Gruppenänderungsverlauf
project_admin_utils	database_admin	Datenbankadministrator
project_admin_utils	date	Datum
project_admin_utils	edit_jobs	Ändere Jobs
project_admin_utils	edit_public_info	Ändere Projektbeschreibung/Features
project_admin_utils	edit_release_files	Bearbeite Dateien/ Gebe Dateien frei
project_admin_utils	field	Feld
project_admin_utils	multimedia_data	Öndere Multimediadaten
project_admin_utils	old_value	Alter Wert
project_admin_utils	permission_blurb	<strong>BEACHTE:</strong><dl><dt><strong>Projektadministratoren(bold)</strong></dt><dd>haben Zugang zu dieser und anderen Projektadministratorseiten</dd><dt><strong>Freigabetechniker</strong></dt><dd>können die Dateien freigeben (ein beliebiger Projektadministrator und ein Freigabetechniker)</dd><dt><strong>Tool Techniker (T)</strong></dt><dd> können Fehler/Aufträge/Patches zugeordnet werden</dd><dt><strong>Tool Administratoren (A)</strong></dt><dd>können Änderungen an Programmfehlern/Aufträge/Patches vornehmen und die /Toolname/Admin/ Seiten benutzen</dd><dt><strong>Tool keine Berechtigung(N/A)</strong></dt><dd>Entwickler hat keine spezifischen Rechte ( aktuell gleichwertig mit '-')</dd><dt><strong>Moderatoren</strong> (foren)</dt><dd> können Nachrichten aus den Projektforen löschen</dd><dt><strong>Editoren</strong> (doc. manager)</dt><dd>können Dokumentationen eines Projektes aktualisieren/bearbeiten/löschen.</dd></dl>
project_admin_utils	post_jobs	 	Jobs posten
project_admin_utils	project_history	Projektverlauf
project_admin_utils	stats	Statistiken
project_admin_utils	user_permissions	Benutzerberechtigungen
project_admin_utils	vhosts	VHOSTs
project_admin_vhost	create	Erstellen
project_admin_vhost	delete	Löschen
project_admin_vhost	info	<strong><span style="text-decoration:underline">Neuen virtuellen Host hinzufügen</span></strong><p>Um einen neuen virtuellen Host hinzuzufügen deute auf ein <strong>CNAME</strong> für <em>yourhost.org</em> auf <strong>$1.$2</strong>.  $3 hostet keine Mail (z.B. kann kein MX sein) oder DNS</strong>.  <p>Klicken auf "create" plant die Erstellung des virtuellen Host.  Dies wird mit dem Projektwebserver synchronisiert - sodaß <em>yourhost.org</em> das Material auf <em>$4.$5</em> anzeigen wird.
project_admin_vhost	name	Neuer virtueller Host<em>(z.B. vhost.org)</em>
project_admin_vhost	not_valid_hostname	Kein gültiger Hostname - $1
project_admin_vhost	no_vhosts	Keine VHOSTs definiert
project_admin_vhost	operations	Operationen
project_admin_vhost	title	Virtual Host Management
project_admin_vhost	vhost	virtueller Host
project_admin_vhost	vhost_deleted	VHOST gelöscht
project_admin_vhost	vhost_scheduled	virtueller Host zur Erstellung geplant.
project_filemodule_monitor	start_monitor_body	Überwachung wurde gestartet
project_filemodule_monitor	start_monitor_title	Überwachung gestartet
project_filemodule_monitor	stop_monitor_body	Überwachung wurde gestoppt
project_filemodule_monitor	stop_monitor_title	Überwachung gestoppt
project_home	cvs_commits	<strong>$1</strong> commits, <strong>$2</strong> Erweiterungen
project_home	forum_messages	<strong>$1</strong> Nachricht(en) in <strong>$2</strong> Foren
project_home	forum_messages_only_one_forum	<strong>$1</strong> Nachrichten in <strong>$2</strong> Forum
project_home	forums	Foren
project_home	help_wanted	HILFE GESUCHT: Dieses Projekt sucht nach
project_home	help_wanted_multiple	Leute, um $1 zu füllen, mehrere verschiedene Positionen </a>
project_home	holding_note	BEACHTE: Dieser Projekteintrag wird von $1 Mitarbeitern gepflegt. Wir sind nicht die offizielle Seite für dieses Produkt. Zusätzliche Copyright Informationen sind auf dieser Projekt-HP zu finden.
project_home	messages_in	Nachrichten in
project_home	monitor_package	Dieses Paket beobachten
project_home	no_subprojects	Keine öffentlichen Unterprojekte vorhanden
project_home	no_trackers	Es sind keine öffentlichen Tracker verfügbar
project_home	public_mailing_lists	öffentliche Mailingliste(n)
project_home	release_notes	Versionsanmerkungen
project_home	surveys	Umfragen
project_home	title	Projektinfo
project_home	tracker_open	$1 offen/$2 gesamt
project_home	view_members	Zeige Mitglieder
project_home	view_project_files	Zeige alle Projektdateien
project_joinrequest	approved	Sie wurden zum $1 Projekt hinzugefügt.
project_joinrequest	denied	Ihre Bitte dem Projekt $1 beizutreten wurde vom Administrator abgelehnt.
project_joinrequest	joining	Sie können bitten einem Projekt beitreten zu dürfen, indem Sie auf den "submit" Knopf drücken. Ein Administrator bekommt eine Email und akzeptiert oder lehnt Ihre Anfrage ab.
project_joinrequest	join_notice_body	$1 bittet Ihrem Projekt beizutreten. Sie können diese Bitte auf der <a href="http://$2/project/admin/?group_id=$3">Projektadministratorseite </a> akzeptieren.
project_joinrequest	join_notice_subject	Anfrage Projekt $1 beizutreten
project_joinrequest	nonepending	Keine anstehenden Anfragen
project_joinrequest	pending	Anstehende Anfragen
project_joinrequest	pending_requests	Anstehende Beitrittsgesuche
project_joinrequest	request_link	Beitrittsgesuch
project_joinrequest	submitted	Ihre Anfrage wurde abgeschickt.
project_joinrequest	title	Anfrage einem Projekt beizutreten
project_memberlist	developer	Entwickler
project_memberlist	joining	<P>Wenn Sie an diesem Projekt mitwirken möchten, kontaktieren Sie einen der Projektadministratoren, die fett dargestellt sind.<br/><br/>
project_memberlist	role	Rolle/Position
project_memberlist	skills	Fähigkeiten
project_memberlist	title	Projekt Mitgliederliste
project_memberlist	username	Benutzername
project_memberlist	view	Anzeigen
projects	section	Projekt: $1
projects	title	Zusammenfassung
project_showfiles	architecture	Architektur
project_showfiles	date	Datum
project_showfiles	downloads	D/L
project_showfiles	error_no_packages_defined_text	Für dieses Projekt sind keine Dateipakete definiert.
project_showfiles	error_no_packages_defined_title	Keine Dateipakete
project_showfiles	filename	Dateiname
project_showfiles	file_type	Dateityp
project_showfiles	intro	Unten ist eine Liste mit allen Dateien des Projektes.
project_showfiles	intro2	Bevor sie herunterladen, möchten sie vielleicht die Versionsanmerkungen und Änderungs-Logs lesen (durch Klick auf Freigabeversion erreichbar).
project_showfiles	monitor_package	Dieses Paket beobachten
project_showfiles	new_release	Um eine neue Version zu erstellen, klicken Sie hier.
project_showfiles	no_releases	Keine Versionen
project_showfiles	package	Paket
project_showfiles	project_totals	Projektsumme
project_showfiles	release_highlighted	Die von Ihnen gewählte Version ist <span style="background-color:pink">hervorgehoben</span>.
project_showfiles	release_notes	Release  Notes
project_showfiles	section	Projekt: $1
project_showfiles	size	Größe
project_showfiles	title	Projekt Dateiliste
project_shownotes	changes	Änderungen:
project_shownotes	error_release_not_found	Die Version wurde nicht gefunden
project_shownotes	notes	Notizen:
project_shownotes	release_name	Versionsname:
project_shownotes	section	Projekt: $1
project_shownotes	title	Datei-Versionsanmerkungen und Änderungs-Log
project_stats	change_stats_view	Statistikansicht ändern
project_stats	detailed_statistics	Ausführliche Statistiken für
project_stats	last_30_days	Letzte 30 Tage
project_stats	last_7_days	Letzte 7 Tage
project_stats	monthly	Monatlich
project_stats	tasks	Aufträge
project_stats	title	Projektstatistiken
project_stats	tracker	Tracker
project_stats	usage_statistics	Benutzungsstatistiken
project_stats	view_reports	Zeige Reports
project_stats_graph	date	Datum
project_stats_graph	page_view_days	Seitenabrufe (rot) und Downloads (blau) fuer die letzten $1 Tage
project_stats_graph	page_view_months	Seitenabrufe (rot) und Downloads (blau) fuer die letzten $1 Monate
project_stats_graph	statistics	$1 Statistiken fuer $2
project_stats_graph	views	Abrufe (rot) / Downloads (blau)
project_stats_utils	all_tracker	Alle Tracker
project_stats_utils	bugs	Bugs
project_stats_utils	CVS	CVS
project_stats_utils	date	Datum
project_stats_utils	days	Tage
project_stats_utils	month	Lebensdauer
project_stats_utils	page_views	Seitenabrufe
project_stats_utils	patches	Patches
project_stats_utils	project_did_not_exits	Projekt existierte zu diesem Zeitpunkt nicht.
project_stats_utils	rank	Rang
project_stats_utils	stats_all_time	Statistiken für die gesamte Zeit
project_stats_utils	stats_for_days	Statistiken für die letzten $1 Tage
project_stats_utils	stats_for_months	Statistiken für die letzten $1 Monate
project_stats_utils	support	Unterstützung
project_stats_utils	tasks	Aufträge
rbac_edit	addrole	Rolle hinzufügen
rbac_edit	docman	Dokumenten-Manager
rbac_edit	editrole	Rolle bearbeiten
rbac_edit	editroles	Rollen bearbeiten
rbac_edit	forum	Forum
rbac_edit	forumadmin	Projekt-weiter Foren Administrator
rbac_edit	forumpublic	Forum Privilegien
rbac_edit	frs	Datei-Freigabe-System
rbac_edit	intro	Benutzen Sie diese Seite, um Ihre Projektrollen zu bearbeiten. Bedenken Sie, daß jedes Mitglied mindestens so viel Zutritt hat wie der Beobachter. Wenn der Beobachter zum Beispiel CVS lesen kann, dann kann dies jede andere Rolle in dem Projekt auch.
rbac_edit	newrole	Neue Rolle
rbac_edit	observer	Bearbeite Beobachter
rbac_edit	observerintro	Benutzen Sie diese Seite, um die Rechte und Zutrittsrechte der Nicht-Mitglieder Ihres Projektes festzulegen. Nicht-Mitglieder beihalten auch Benutzer, die nicht eingeloggt sind.
rbac_edit	observerusername	Beobachter
rbac_edit	pgtitle	Rolle bearbeiten
rbac_edit	pm	Auftrags-Manager
rbac_edit	pmadmin	Projekt-weiter Auftrags-Manager Administrator
rbac_edit	pmpublic	Auftrags-Manager Privilegien
rbac_edit	projectadmin	Projekt-weiter Administrator
rbac_edit	projectpublic	Projekt Privilegien
rbac_edit	projectpublicnote	Beachte: Wenn das gesamte Projekt auf privat gesetzt wurde, haben Nicht-Mitglieder keinen Zutritt zum Rest der Features, auch wenn diese verfügbar sind.
rbac_edit	remove	Entfernen
rbac_edit	role	Rolle
rbac_edit	rolename	Rollenname
rbac_edit	scm	SCM - Quell Code Ablage
rbac_edit	scmpublic	SCM Privilegien
rbac_edit	title1	Sektion
rbac_edit	title2	Unterabschnitt
rbac_edit	title3	Einstellungen
rbac_edit	tracker	Tracker
rbac_edit	trackeradmin	Projektweiter Tracker Administrator
rbac_edit	trackerpublic	Tracker Privilegien
rbac_edit	update	Aktualisierung
rbac_vals	docman0	Lesen/Posten
rbac_vals	docman1	Administrator
rbac_vals	forum0	Lesen
rbac_vals	forum1	Post
rbac_vals	forum-1	Kein Zugriff
rbac_vals	forum2	Admin
rbac_vals	forumadmin0	Keine(r)
rbac_vals	forumadmin2	Admin
rbac_vals	forumanon0	Keine anonymen Posts
rbac_vals	forumanon1	Erlaube anonyme Posts
rbac_vals	forumpublic0	Privat
rbac_vals	forumpublic1	Öffentlich
rbac_vals	frs0	Lesen
rbac_vals	frs1	Schreiben
rbac_vals	frspackage	Datei-Freigabe-System
rbac_vals	frspackage0	Privat
